time,open,high,low,close
2025-09-04 11:32:00+05:30,24823.55,24827.2,24823.15,24824.85
2025-09-04 11:33:00+05:30,24825.75,24828.75,24819.7,24819.7
2025-09-04 11:34:00+05:30,24819.95,24823.2,24819.85,24822.55
2025-09-04 11:35:00+05:30,24822.4,24823.05,24814.3,24814.8
2025-09-04 11:36:00+05:30,24814.8,24816.85,24811.05,24816.2
2025-09-04 11:37:00+05:30,24815.9,24821.4,24814.1,24817.2
2025-09-04 11:38:00+05:30,24815.75,24818.45,24811.15,24813.25
2025-09-04 11:39:00+05:30,24813.35,24816.85,24812.1,24813.15
2025-09-04 11:40:00+05:30,24814.6,24819.15,24809.6,24819.15
2025-09-04 11:41:00+05:30,24819.5,24825.15,24818.4,24824.4
2025-09-04 11:42:00+05:30,24824.7,24829.5,24820.45,24822.25
2025-09-04 11:43:00+05:30,24822.15,24822.15,24817.35,24818.95
2025-09-04 11:44:00+05:30,24819.2,24820.2,24815.95,24816.1
2025-09-04 11:45:00+05:30,24816.15,24817.2,24813.7,24813.95
